Attorney_ID,Canonical_Name,AKA_1,AKA_2,AKA_3,Variants_Merged,Firms,N_MDLs,N_Mentions,MDLs,Roles,Confidence,Gender,Birth_Year,Undergrad_School,Undergrad_Grad_Year,Law_School_Name,Law_Grad_Year,Bar_States,Sources,Notes
A0870,Michael F. Ram,Michael Ram,,,1,"Levy Ram and Olson, llp; Ram and Olson L.L.P.; Morgan & Morgan Complex Litigation Group; Morgan & Morgan Mass Tort Dept.",3,6,"2098, 3014, 3052",ClassCounsel; Expert; LeadCounsel; Management,high,,,,,,,,,
A0871,Sam Lock,,,,1,Law Offices of Sam Lock,1,2,2098,Communications,high,,,,,,,,,
A0872,Jeffrey J. Corrigan,,,,1,"Spector Roseman Kodroff & Willis, P.C.",1,1,2081,Communications,high,,,,,,,,,
A0873,Paul H. Saint-Antoine,,,,1,"Drinker Biddle & Reath, LLP",1,1,2081,Communications,high,,,,,,,,,
A0874,Daniel Kotchen,,,,1,Kotchen & Low LLP,1,1,2089,LeadCounsel,high,,,,,,,,,
A0875,David Flint,,,,1,"Schreeder, Wheeler & Flint, LLP",1,1,2089,Communications,high,,,,,,,,,
A0876,Richard A. Koffman,Richard Koffman,,,1,Cohen Milstein Sellers & Toll PLLC; Cohen Milstein L.L.P.,2,6,"2109, 2668",ClassCounsel; LeadCounsel; Management,high,,,,,,,,,
A0877,Mark Niemeyer,Mark R. Niemeyer,,,1,,2,3,"2100, 2385",Communications; LeadCounsel,high,,,,,,,,,
A0878,Roopal P. Luhana,Roopal Luhana,,,1,Chaffin Luhana LLP; CHAFFIN LUHANA LLP,4,6,"2100, 2924, 3004, 3084",Discovery; LeadCounsel; Management,high,,,,,,,,,
A0879,Trent B. Miracle,Trent Miracle,,,1,Flint Cooper LLC; SIMMONS HANLY CONROY; FLINT COOPER LLC,3,5,"2100, 3079, 3092",LeadCounsel; Management,high,,,,,,,,,
A0880,Jay Edelson,JAY EDELSON,,,1,"Edelson McGuire, LLC; Edelson PC; Edelson McGuire LLC",6,8,"2103, 2167, 2250, 2261, 2985, 3001",ClassCounsel; LeadCounsel; Management; Settlement,high,,,,,,,,,
A0881,Michael J. McMorrow,MICHAEL J. MCMORROW,,,1,"Edelson McGuire LLC; Edelson McGuire, LLC; Smith & McMorrow, P.C.",2,3,"2103, 2261",ClassCounsel; LeadCounsel,high,,,,,,,,,
A0882,Seth Safier,,,,1,"Gutride Safier, LLP",1,1,2103,Management,high,,,,,,,,,
A0883,Adam Gutride,,,,1,"Gutride Safier, LLP",1,1,2103,Management,high,,,,,,,,,
A0884,David C. Parisi,,,,1,Parisi & Havens LLP,2,2,"2103, 2513",ClassCounsel; Management,high,,,,,,,,,
A0885,Mark H. Freedman,,,,1,"Law Offices of Freedman & Freedman, PLC",1,1,2103,Management,high,,,,,,,,,
A0886,Allan Kanner,,,,1,"Kanner & Whiteley, L.L.C.",1,2,2107,ClassCounsel; LeadCounsel,high,,,,,,,,,
A0887,Richard Golomb,Richard M. Golomb,,,1,"Golomb & Honik, P.C.; Golomb & Honik, P.A.; Golomb Spirt Grunfeld PC",3,7,"2107, 2969, 3043",ClassCounsel; Communications; Management,high,,,,,,,,,
A0888,Ruben Honik,,,,1,Honik LLC,2,3,"2107, 3050",ClassCounsel; Communications; LeadCounsel,high,,,,,,,,,
A0889,Gillian Wade,,,,1,Milstein Adelman LLP,2,2,"2107, 2199",ClassCounsel; Management,high,,,,,,,,,
A0890,Charles E. Tompkins,,,,1,Williams Montgomery & John Ltd.,1,3,2109,ClassCounsel; LeadCounsel,high,,,,,,,,,
A0891,Peter J. Bezek,,,,1,Foley Bezek Behle & Curtis,1,1,2141,ClassCounsel,high,,,,,,,,,
A0892,Craig Litherland,,,,1,Gilbert LLP,1,1,2124,ClassCounsel,high,,,,,,,,,
A0893,David Millstein,,,,1,Millstein and Associates,1,1,2124,ClassCounsel,high,,,,,,,,,
A0894,Ronald Gossett,Ronald P. Gossett,,,1,,1,2,2183,Communications; LeadCounsel,high,,,,,,,,,
A0895,Catherine Rodriguez,,,,1,,1,1,2183,Communications,high,,,,,,,,,
A0896,Guido Saveri,,,,1,"Saveri & Saveri, Inc",1,2,2143,Management,high,,,,,,,,,
A0897,Steven Woodrow,,,,1,"Edelson McGuire, LLC",1,1,2167,ClassCounsel,high,,,,,,,,,
A0898,Karin Fisch,,,,1,"Abbey Spanier Rodd & Abrams, LLP",1,1,2167,ClassCounsel,high,,,,,,,,,
A0899,Brian Murray,,,,1,"Murray Frank, LLP",1,1,2167,ClassCounsel,high,,,,,,,,,
A0900,Andrew D. Schau,,,,1,Covington & Burling LLP,1,1,2190,Communications,high,,,,,,,,,
A0901,William Blechman,,,,1,"Kenny Nachwalter; Kenny Nachwalter, P.A.",2,3,"2196, 2925",Communications,high,,,,,,,,,
A0902,Kendall Millard,,,,1,Barnes & Thornburg LLP,1,3,2196,Communications,high,,,,,,,,,
A0903,Ira P. Rothken,,,,1,Rothken Law Firm,1,1,2188,ClassCounsel,high,,,,,,,,,
A0904,Mark Dearman,Mark J. Dearman,,,1,Robbins Geller Rudman & Dowd LLP; ROBBINS GELLER RUDMAN & DOWD LLP,4,6,"2188, 2905, 2924, 3080",ClassCounsel; Management,high,,,,,,,,,
A0905,BEHRAM V. PAREKH,Behram V. Parekh,,,1,Kirtland & Packard LLP; KIRTLAND & PACKARD LLP,2,3,"2188, 2199",ClassCounsel; LeadCounsel,high,,,,,,,,,
A0906,Michael Buchman,Michael M. Buchman,,,1,"Pomerantz Haudek Grossman & Gross LLP; Pomerantz, Grossman, Hufford, Dahlstrom & Gross, LLP; Motley Rice LLC",3,3,"2173, 2409, 2966",ClassCounsel; LeadCounsel; Management,high,,,,,,,,,
A0907,Christopher C. Casper,,,,1,"James, Hoyer, Newcomer, Smiljanich & Yanchunis, P.A.",1,1,2173,Communications,high,,,,,,,,,
A0908,Michael Anthony Lindsay,,,,1,,1,1,2173,Communications,high,,,,,,,,,
A0909,Chul Pak,,,,1,,1,1,2173,Communications,high,,,,,,,,,
A0910,Julie E. McEvoy,,,,1,,1,1,2173,Communications,high,,,,,,,,,
A0911,Stanley Bernstein,,,,1,Bernstein Liebhard LLP,1,2,2196,Management,high,,,,,,,,,
A0912,Robert Eisler,,,,1,Grant & Eisenhofer P.A.,1,2,2196,Management,high,,,,,,,,,
A0913,Mindee Rueben,,,,1,Weinstein Kitchenoff & Asher LLC,1,2,2196,Management,high,,,,,,,,,
A0914,Brian Strange,Brian R. Strange,,,1,Strange & Carpenter,3,5,"2196, 2238, 2258",ClassCounsel; Management,high,,,,,,,,,
A0915,Richard Kerger,,,,1,"Kerger & Hartman, LLC",1,1,2196,Management,high,,,,,,,,,
A0916,J.R. Whaley,,,,1,"Neblett, Beard & Arsenault",1,2,2199,Management,high,,,,,,,,,
A0917,Mark J. Geragos,,,,1,Geragos & Geragos APC; Geragos & Geragos,2,2,"2199, 2220",Management,high,,,,,,,,,
A0918,Barbara R. Rudolph,,,,1,"Finnegan, Henderson, Farabow, Garrett & Dunner, LLP",1,1,2200,LeadCounsel,high,,,,,,,,,
A0919,Mary W. Bourke,,,,1,Connolly Bove Lodge & Hutz LLP,1,1,2200,Communications,high,,,,,,,,,
A0920,HEATHER M. PETERSON,,,,1,KIRTLAND & PACKARD LLP; Kirtland & Packard LLP,1,2,2199,LeadCounsel,high,,,,,,,,,
A0921,Jennifer Rives Culler,,,,1,"STACK & ASSOCIATES, P.C.",1,3,2218,Communications,high,,,,,,,,,
A0922,James Latturner,,,,1,"Edelman, Combs, Latturner & Goodwin, LLC",1,2,2223,Communications,high,,,,,,,,,
A0923,Daniel Edelman,,,,1,"Edelman, Combs, Latturner & Goodwin, LLC",1,2,2223,Communications,high,,,,,,,,,
A0924,Francis R. Greene,,,,1,"Edelman, Combs, Latturner & Goodwin, LLC",1,2,2223,Communications,high,,,,,,,,,
A0925,Vincent Briganti,,,,1,"Lowey Dannenberg Cohen & Hart, P.C.; Lowey Dannenberg, P.C.",2,2,"2213, 3107",LeadCounsel; Management,high,,,,,,,,,
A0926,William P. Butterfield,,,,1,Hausfeld LLP,1,1,2213,Management,high,,,,,,,,,
A0927,J. Douglas Richards,,,,1,"Cohen Milstein Sellers & Toll PLLC; Cohen Milstein Sellers & Toll, PLLC",2,2,"2213, 2409",LeadCounsel; Management,high,,,,,,,,,
A0928,Michael von Loewenfeldt,,,,1,Kerr & Wagstaffe LLP,1,1,2208,ClassCounsel; LeadCounsel,high,,,,,,,,,
A0929,Daniel D. King,,,,1,"The Daniel D. King Law Firm, PLLC",1,1,2208,ClassCounsel; LeadCounsel,high,,,,,,,,,
A0930,Eric G. Calhoun,,,,1,,1,1,2234,ClassCounsel,high,,,,,,,,,
A0931,Simcha D. Schonfeld,,,,1,"Koss & Schonfeld, LLP",1,1,2220,Management,high,,,,,,,,,
A0932,Solomon Klein,,,,1,"Klein & Solomon, LLP",1,1,2220,Management,high,,,,,,,,,
A0933,James L. Deese,,,,1,,1,1,2220,Management,high,,,,,,,,,
A0934,D. Scott Kalish,,,,1,,1,1,2220,Management,high,,,,,,,,,
A0935,Harry Rankin,,,,1,Sutton Rankin PLC,1,1,2226,Communications,high,,,,,,,,,
A0936,Donald Stack,,,,1,,1,2,2218,Communications,high,,,,,,,,,
A0937,Charles E. Schaffer,Charles Schaffer,Charles E Schaffer,,1,"Levin Sedran & Berman LLP; Levin, Fishbein, Sedran & Berman; Levin Fishbein Sedran and Berman; Levin Sedran & Berman, LLP",12,27,"02000, 03083, 2223, 2320, 2359, 2514, 3014, 3050, 3056, 3083, 3108, 3114",ClassCounsel; Communications; Discovery; Expert; LeadCounsel; Management; Motions,high,,,,,,,,,
A0938,Patrick Wayne Pendley,Patrick W. Pendley,,,1,"Pendley, Baudin & Coffin, L.L.P.; Pendley, Baudin & Coffin, LLP; Pendley, Baudin & Coffin",2,3,"2223, 3014",Fees; Management,high,,,,,,,,,
A0939,Cynthia B. Chapman,,,,1,Caddell & Chapman,1,1,2223,Management,high,,,,,,,,,
A0940,Peter J. Cambs,,,,1,"Parker Waichman Alonso, LLP",1,1,2223,Management,high,,,,,,,,,
A0941,"William E. Hopkins, Jr.",,,,1,"Beasley Allen Crow Methvin Portis & Miles, P.C.",1,1,2223,Management,high,,,,,,,,,
A0942,Richard Barrett,,,,1,"Law Offices of Richard R. Barrett, PLLC",1,1,2223,Management,high,,,,,,,,,
A0943,Roy A. Katriel,,,,1,The Katriel Law Firm,1,1,2223,Management,high,,,,,,,,,
A0944,Stephen Randall,,,,1,"Pearson, Randall & Schumacher, PA",1,1,2226,Management,high,,,,,,,,,
A0945,Andy Williams,,,,1,The Simmons Firm,1,1,2226,Management,high,,,,,,,,,
A0946,Joey Diaz,,,,1,The Diaz Law Firm,1,1,2226,Management,high,,,,,,,,,
A0947,Tracy Rezvani,,,,1,Finkelstein Thompson LLP,1,1,2226,Management,high,,,,,,,,,
A0948,Eric Allan Koch,,,,1,The Koch Law Firm PC,1,1,2226,Management,high,,,,,,,,,
A0949,Jay Urban,,,,1,Urban & Taylor S.C.,1,1,2226,Management,high,,,,,,,,,
A0950,Robert Piper,,,,1,Piper & Associates,1,1,2226,Management,high,,,,,,,,,
A0951,Alan Lazar,,,,1,"Marlin & Saltzman, LLP",1,1,2226,Management,high,,,,,,,,,
A0952,Glen DeValerio,,,,1,Berman DeValerio; BERMAN DEVALERIO,2,3,"2242, 2409",Communications,high,,,,,,,,,
A0953,Marc Wites,,,,1,"Wites & Kapetan, P.A.",1,1,2238,Management,high,,,,,,,,,
A0954,"Joe P. Leniski, Jr.",,,,1,"BRANSTETTER, STRANCH & JENNINGS, PLLC",1,1,2242,ClassCounsel,high,,,,,,,,,
A0955,David Franco,,,,1,DUGAN LAW FIRM,1,1,2242,ClassCounsel,high,,,,,,,,,
A0956,Rachel L. Jensen,,,,1,Robbins Geller Rudman & Dowd LLP,1,1,2238,ClassCounsel,high,,,,,,,,,
A0957,Thomas R. Merrick,,,,1,Robbins Geller Rudman & Dowd LLP,1,1,2238,ClassCounsel,high,,,,,,,,,
A0958,Phong L. Tran,,,,1,Robbins Geller Rudman & Dowd LLP,1,1,2238,ClassCounsel,high,,,,,,,,,
A0959,Douglas J. Campion,DOUGLAS J. CAMPION,,,1,Law Offices of Douglas J. Campion,1,2,2261,ClassCounsel; Communications,high,,,,,,,,,
A0960,Jeremy Wilson,,,,1,"Wilson, Troclair & Lovins",1,1,2264,Management,high,,,,,,,,,
A0961,David Birka-White,,,,1,Birka-White Law Offices,1,1,2247,ClassCounsel,high,,,,,,,,,
A0962,David Greenberg,,,,1,Law Offices of David H. Greenberg,1,1,2247,ClassCounsel,high,,,,,,,,,
A0963,David A. McKay,,,,1,"Herman Gerel, LLP; Law Offices of David A. McKay LLC",1,2,2258,ClassCounsel; Management,high,,,,,,,,,
A0964,Paul J. Geller,,,,1,"Robbins Geller Rudman & Dowd, LLP; Robbins Geller Rudman & Dowd LLP",1,2,2258,ClassCounsel; Management,high,,,,,,,,,
A0965,Dan Speights,,,,1,Speights and Runyan,1,1,02000,ClassCounsel; LeadCounsel,high,,,,,,,,,
A0966,"A. G. Solomons, III",,,,1,Speights and Runyan,1,1,02000,ClassCounsel; LeadCounsel,high,,,,,,,,,
A0967,Thomas H. Pope,,,,1,Pope and Hudgens,1,1,02000,ClassCounsel; LeadCounsel,high,,,,,,,,,
A0968,Rhonda H. Wills,,,,1,Wills Law Firm,1,1,2266,LeadCounsel,high,,,,,,,,,
A0969,Reagan W. Simpson,,,,1,Yetter Coleman LLP,1,1,2266,LeadCounsel,high,,,,,,,,,
A0970,R. Paul Yetter,,,,1,Yetter Coleman LLP,1,1,2266,LeadCounsel,high,,,,,,,,,
A0971,Diana Marshall,,,,1,"Marshall & Lewis, LLP",1,1,2266,LeadCounsel,high,,,,,,,,,
A0972,Ronald Lewis,,,,1,"Marshall & Lewis, LLP",1,1,2266,LeadCounsel,high,,,,,,,,,
A0973,John M. Padilla,,,,1,"Padilla, Rodriguez & de la Garza, LLP",1,1,2266,LeadCounsel,high,,,,,,,,,
A0974,Mark Stewart,,,,1,Ballard Spahr,1,1,2284,Communications,high,,,,,,,,,
A0975,Robert Kitchenoff,,,,1,"Weinstein, Kitchenoff & Asher; Weinstein, Kitchenoff & Asher LLC",2,2,"2284, 2668",Communications; Management,high,,,,,,,,,
A0976,Richard Kitchenoff,,,,1,"Weinstein, Kitchenoff & Asher",1,1,2284,Settlement,high,,,,,,,,,
A0977,Dawn M. Chmielewski,,,,1,"Neblett, Beard & Arsenault; Climaco, Wilcox, Peca, Tarantino & Garofoli Co., L.P.A.",1,3,2299,Management,high,,,,,,,,,
A0978,Donald C. Arbitblit,,,,1,"Lieff Cabraser Heimann & Bernstein, LLP",1,1,2299,Management,high,,,,,,,,,
A0979,Tara T. Tabatabaie,,,,1,"Sill Law Group, PLLC",1,1,2299,Management,high,,,,,,,,,
A0980,Jordan L. Chaikin,Jordan Chaikin,,,1,"Parker Waichman, LLP; Chaikin Law Firm PLLC",5,5,"02000, 2320, 2333, 2514, 2688",ClassCounsel; Management,high,,,,,,,,,
A0981,Shanon Carson,Shanon J. Carson,,,1,"Berger Montague PC; Berger Montague; Berger & Montague, P.C.; Berger & Montague, PC",4,8,"02000, 2359, 3014, 3081",ClassCounsel; LeadCounsel; Management; Motions,high,,,,,,,,,
A0982,D. Dorian Britt,,,,1,"Tate Law Group, LLC",1,1,02000,ClassCounsel,high,,,,,,,,,
A0983,David R. Dugas,,,,1,McGlinchey Stafford PLLC,1,1,2299,LeadCounsel,high,,,,,,,,,
A0984,Sara J. Gourley,,,,1,Sidley Austin (Chicago),1,1,2299,LeadCounsel,high,,,,,,,,,
A0985,"Ronald E. Johnson, Jr.","Ronald (“Rome”) V. Johnson, IV",Ronald Johnson,Ronald E. Johnson,1,"Schachter, Hendy & Johnson, PSC",4,7,"2308, 2385, 3021, 3047",LeadCounsel; Management,high,,,,,,,,,
A0986,Robert K. Jenner,,,,1,"Janet, Jenner & Suggs, LLC",2,2,"2308, 2502",LeadCounsel; Management,high,,,,,,,,,
A0987,Penny U. Hendy,Penny Unkraut Hendy,,,1,"Schachter, Hendy & Johnson, PSC",1,2,2308,Communications; LeadCounsel; Management,high,,,,,,,,,
A0988,David A. Straite,DAVID A. STRAITE,David Straite,,1,"STEWARTS LAW US LLP; DiCello Levitt Gutzler LLC; Kaplan Fox & Kilsheimer, LLP; STRAITE PLLC",2,7,"2314, 2358",ClassCounsel; LeadCounsel; Management,high,,,,,,,,,
A0989,Ralph N. Sianni,RALPH N. SIANNI,,,1,STEWARTS LAW US LLP,1,2,2314,LeadCounsel,high,,,,,,,,,
A0990,Michele S. Carino,,,,1,STEWARTS LAW US LLP,1,1,2314,LeadCounsel,high,,,,,,,,,
A0991,Lydia E. York,,,,1,STEWARTS LAW US LLP,1,1,2314,LeadCounsel,high,,,,,,,,,
A0992,Janine L. Pollack,,,,1,Milberg LLP,1,2,2308,ClassCounsel,high,,,,,,,,,
A0993,James P. Frickleton,James Frickleton,,,1,"Bartimus, Frickleton, Robertson & Goza, P.C.; Bartimus Frickleton Robertson Rader",1,2,2314,Management,high,,,,,,,,,
A0994,Jay Vaughn,,,,1,"Schachter, Hendy & Johnson, PSC",1,1,2308,LeadCounsel,high,,,,,,,,,
A0995,Wayne Lee,,,,1,,1,1,2328,Communications,high,,,,,,,,,
A0996,Jay Barnes,,,,1,Simmons Hanly Conroy LLC; Barnes & Associates,2,4,"2314, 2443",ClassCounsel; Management,high,,,,,,,,,
A0997,Mark S. Mandell,,,,1,,1,2,2314,Management,high,,,,,,,,,
A0998,Lucy J. Karl,,,,1,"SHAHEEN & GORDON, P.A.",1,2,2320,ClassCounsel,high,,,,,,,,,
A0999,Eric Holland,Eric D. Holland,,,1,"Holland Law Firm; Holland, Groves, Schneller & Stolze",4,8,"2320, 2359, 2474, 3043",ClassCounsel; Discovery; LeadCounsel; Management,high,,,,,,,,,
A1000,John A. Peca,,,,1,"Climaco, Wilcox, Peca, Tarantino & Garofoli Co., LPA",2,2,"2320, 2333",Management,high,,,,,,,,,
A1001,Matthew B. Butler,,,,1,,1,1,2320,Management,high,,,,,,,,,
A1002,David C. Rash,,,,1,,1,1,2320,Management,high,,,,,,,,,
A1003,Patrick C. Morrow,,,,1,Morrow Morrow et al,1,1,2299,Communications; Management,high,,,,,,,,,
A1004,Stephen B. Murray,,,,1,Murray Law Firm,1,1,2299,Management,high,,,,,,,,,
A1005,Stephanie O'Connor,Stephanie O’Connor,,,1,"Douglas & London P.C.; Douglas & London, P.C.",2,2,"2299, 2342",Management,high,,,,,,,,,
A1006,"William H. “Billy” Murphy, Jr.","William H. Murphy, Jr.",,,1,Murphy Falcon Murphy,1,2,2314,Management,high,,,,,,,,,
A1007,Paul Kiesel,,,,1,Kiesel Law LLP,1,1,2314,Management,high,,,,,,,,,
A1008,Stephen Gorny,Stephen M. Gorny,,,1,"the Gorny Law Firm, LC",1,2,2314,Management,high,,,,,,,,,
A1009,"William M. Cunningham, Jr.",,,,1,"Burns, Cunningham & Mackey, P.C.",1,2,2314,Management,high,,,,,,,,,
A1010,Andrew J. Lyskowski,Andrew Lyskowski,,,1,Bergmanis Law Firm LLC,2,3,"2314, 2443",Management,high,,,,,,,,,
A1011,Margery Bronster,,,,1,Bronster Fujichaku Robbins A Law Corporation,2,3,"2314, 3036",Management; Settlement,high,,,,,,,,,
A1012,Grant Woods,,,,1,,1,1,2314,Management,high,,,,,,,,,
A1013,Mike Moore,,,,1,,1,1,2314,Management,high,,,,,,,,,
A1014,Richard Ieyoub,,,,1,,1,1,2314,Management,high,,,,,,,,,
A1015,Douglas G. Thompson Jr.,"Douglas G. Thompson, Jr.",,,1,,1,2,2328,Management,high,,,,,,,,,
A1016,Ben Bingham,,,,1,"Bingham & Lea, P.C.",1,1,2317,Management,high,,,,,,,,,
A1017,Roger Mandel,,,,1,"Lackey Hershman, LLP",1,1,2317,Management,high,,,,,,,,,
A1018,Antonio Vozzolo,,,,1,Faruqi & Faruqi LLP,1,1,2317,Management,high,,,,,,,,,
A1019,William B. Gaudet,,,,1,"Adams and Reese, LLP",1,2,2328,Communications,high,,,,,,,,,
A1020,Ronald J. Aranoff,,,,1,Wollmuth Maher & Deutsch LLP; BERNSTEIN LIEBHARD LLP,2,4,"2328, 2931",ClassCounsel; Communications; LeadCounsel; Management,high,,,,,,,,,
A1021,Scott R. Bickford,,,,1,"Martzell, Bickford & Centola, APC",2,2,"2328, 2996",Management,high,,,,,,,,,
A1022,Daniel W. Krasner,,,,1,,1,1,2328,Management,high,,,,,,,,,
A1023,Michael Brady,Michael F. Brady,,,1,Brady & Associates,1,3,2328,ClassCounsel,high,,,,,,,,,
A1024,Justin O. Lucey,"Justin Lucey, Esquire",Justin Lucey,,1,"JUSTIN O’TOOLE LUCEY, PA; The Lucey Law Firm; Justin O’Toole Lucey, P.A.",2,4,"2333, 2514",ClassCounsel; Communications; Management,high,,,,,,,,,
A1025,"Walter H. Bundy, Jr.",,,,1,"SMITH, BUNDY, BYBEE & BARNETT, P.C.; Smith Bundy, Bybee & Barnett P.C.",1,2,2333,ClassCounsel,high,,,,,,,,,
A1026,Sean K. O'Dowd,,,,1,"Bernstein Litowitz Berger & Grossmann, LLP",1,1,2335,LeadCounsel,high,,,,,,,,,
A1027,Mark S. Cheffo,Mark Cheffo,,,1,"Quinn Emanuel Urquhart & Sullivan, LLP; Dechert; DECHERT LLP",4,8,"2342, 2458, 2502, 2924",Communications; Discovery; LeadCounsel; Management,high,,,,,,,,,
A1028,Alyson Oliver,Alyson L. Oliver,,,1,Oliver Law Group PC; Oliver Law Group P.C.,3,4,"2333, 3014, 3083",Fees; Management,high,,,,,,,,,
A1029,"Edward Eshoo, Jr.",,,,1,"Childress Duffy, Ltd.",2,2,"2333, 2688",Management,high,,,,,,,,,
A1030,"W.H. Bundy, Jr.",,,,1,"Smith, Bundy, Bybee & Barnett, PC",1,1,2333,Management,high,,,,,,,,,
A1031,Brent McDonald,,,,1,"Smith, Bundy, Bybee & Barnett, PC",1,1,2333,Management,high,,,,,,,,,
A1032,C. Erik Hawes,,,,1,,1,1,2355,,high,,,,,,,,,
A1033,Michael E. Schonberg,,,,1,,1,1,2355,LeadCounsel,high,,,,,,,,,
A1034,Jeremiah Frei-Pearson,,,,1,"Finkelstein, Blankinship, Frei-Pearson & Garber, LLP",1,5,2357,ClassCounsel; LeadCounsel; Management,high,,,,,,,,,
A1035,Peter J. Mougey,,,,1,"Levin, Papantonio, Thomas, Mitchell, Rafferty & Proctor, P.A.",1,2,2357,Management,high,,,,,,,,,
A1036,David C. O’Mara,,,,1,"The O’Mara Law Firm, P.C.",1,2,2357,Communications,high,,,,,,,,,
A1037,Steven B. Singer,,,,1,BERNSTEIN LITOWITZ BERGER & GROSSMANN LLP,1,1,2335,Management,high,,,,,,,,,
A1038,Michael Thornton,,,,1,THORNTON & NAUMES LLP,1,1,2335,Management,high,,,,,,,,,
A1039,Frank Schirripa,Frank R. Schirripa,,,1,HACH ROSE SCHIRRIPA & CHEVERIE LLP; Hach Rose Schirripa & Cheverie LLP,2,2,"2335, 2989",LeadCounsel; Management,high,,,,,,,,,
A1040,Brian K. Murphy,,,,1,MURRAY MURPHY MOUL + BASIL LLP,1,1,2335,Management,high,,,,,,,,,
A1041,Shane P. Sanders,,,,1,ROBBINS UMEDA LLP,1,1,2335,Management,high,,,,,,,,,
A1042,Bradley E. Beckworth,,,,1,"NIX, PATTERSON & ROACH, L.L.P.",1,1,2335,Management,high,,,,,,,,,
A1043,Philip Marsh,,,,1,,1,1,2354,Communications,high,,,,,,,,,
A1044,Maya Eckstein,,,,1,,1,1,2354,Communications,high,,,,,,,,,
A1045,Bryan F. Aylstock,Bryan Aylstock,,,1,"Aylstock Witkin Kreis & Overholtz, PLLC; Aylstock, Witkin, Kreis & Overholtz PLLC; Aylstock Witkin Kreis Overholtz PLLC; Aylstock, Witkin, Kreis & Overholtz",5,7,"2342, 2458, 3025, 3089, 3140",ClassCounsel; LeadCounsel; Management,high,,,,,,,,,
A1046,Kimberly D. Barone Baden,,,,1,Motley Rice LLC,1,1,2342,Management,high,,,,,,,,,
A1047,Edward Braniff,,,,1,Weitz & Luxemberg,1,1,2342,Management,high,,,,,,,,,
A1048,David F. Miceli,David Miceli,,,1,"Simmons Browder Gianaris Angelides and Barnerd, LLC; Simmons, Browder, Gianaris, Angelides & Barnerd, LLC",2,3,"2342, 2502",Management,high,,,,,,,,,
A1049,Sean Tracey,Sean Patrick Tracey,,,1,Tracey Law Firm,2,4,"2342, 3043",Bellwether; Management; Vetting,high,,,,,,,,,
A1050,Joseph J. Zonies,,,,1,Reilly Pozner LLP,2,2,"2342, 2458",LeadCounsel; Management,high,,,,,,,,,
A1051,Lauren G. Barnes,,,,1,HAGENS BERMAN SOBOL SHAPIRO LLP,1,1,2343,ClassCounsel; LeadCounsel,high,,,,,,,,,
A1052,John Gibson,John R. Gibson,,,1,Duane Morris LLP,1,2,2371,Communications,high,,,,,,,,,
A1053,Michael Heygood,,,,1,,1,1,2372,LeadCounsel,high,,,,,,,,,
A1054,James Orr,,,,1,,1,1,2372,LeadCounsel,high,,,,,,,,,
A1055,Charles Miller,,,,1,,1,1,2372,Communications; LeadCounsel,high,,,,,,,,,
A1056,David Pitcher,,,,1,,1,1,2372,LeadCounsel,high,,,,,,,,,
A1057,Jeffrey Peck,,,,1,,1,1,2372,LeadCounsel,high,,,,,,,,,
A1058,K.C. Green,,,,1,,1,1,2372,LeadCounsel,high,,,,,,,,,
A1059,Jeffrey Geoppinger,,,,1,,1,1,2372,LeadCounsel,high,,,,,,,,,
A1060,Lisa Kuhnell,,,,1,,1,1,2372,Communications,high,,,,,,,,,
A1061,Paul W. Schmidt,,,,1,Covington & Burling LLP,1,1,2385,LeadCounsel,high,,,,,,,,,
A1062,Orlando Rod Richmond,,,,1,,1,2,2385,LeadCounsel,high,,,,,,,,,
A1063,Dan Ball,,,,1,,1,2,2385,Communications,high,,,,,,,,,
A1064,Eric Hudson,,,,1,,1,2,2385,Communications,high,,,,,,,,,
A1065,Beth S. Rose,,,,1,,1,2,2385,Communications; LeadCounsel,high,,,,,,,,,
A1066,"Edward R. Nelson, III",,,,1,Nelson Bumgardner Casto P.C.,1,1,2371,LeadCounsel,high,,,,,,,,,
A1067,Timothy Grochocinski,,,,1,"InnovaLaw, P.C.",1,1,2371,Communications,high,,,,,,,,,
A1068,Seth Katz,,,,1,,1,3,2385,LeadCounsel; Management; Settlement,high,,,,,,,,,
A1069,Clayton Clark,,,,1,,1,2,2385,Management,high,,,,,,,,,
A1070,Michael Gallagher,Michael M. Gallagher,,,1,Morgan & Morgan,2,3,"2385, 3087",Management,high,,,,,,,,,
A1071,Ned McWilliams,,,,1,,1,2,2385,Management,high,,,,,,,,,
A1072,Steven Davis,,,,1,,1,3,2385,Communications; SettlementAdministration,high,,,,,,,,,
A1073,Erin Copeland,Erin K. Copeland,Erin K Copeland,,1,"Fibich, Leebron, Copeland & Briggs; FIBICH, LEEBRON, COPELAND & BRIGGS",3,7,"2385, 2974, 3092",Coordination; LeadCounsel; Management,high,,,,,,,,,
A1074,Chris Cueto,,,,1,,1,2,2385,Management,high,,,,,,,,,
A1075,Sarah Shoemake Doles,,,,1,"Carey Danis & Lowe; Levin, Papantonio, Rafferty, Proctor, Buchanan, O’Brien, Barr & Mougey, P.A.",2,5,"2385, 3004",Communications; LeadCounsel; Management,high,,,,,,,,,
A1076,Brenda Fulmer,,,,1,,1,2,2385,Management,high,,,,,,,,,
A1077,Michael Lynch,,,,1,,1,2,2385,Management,high,,,,,,,,,
A1078,Eric Weinberg,,,,1,,1,2,2385,Management,high,,,,,,,,,
