Attorney_ID,Canonical_Name,AKA_1,AKA_2,AKA_3,Variants_Merged,Firms,N_MDLs,N_Mentions,MDLs,Roles,Confidence,Gender,Birth_Year,Undergrad_School,Undergrad_Grad_Year,Law_School_Name,Law_Grad_Year,Bar_States,Sources,Notes
A1565,Hovde Frederick,,,,1,"Hovde, Dassow + Deets, LLC",1,1,2570,Management,high,,,,,,,,,
A1566,Thomas Craig,,,,1,"Bailes, Craig & Yon, PLLC",1,1,2387,Communications,high,,,,,,,,,
A1567,Susan Robinson,,,,1,,1,1,2326,Communications,high,,,,,,,,,
A1568,Donald Hayden,,,,1,"Baker & McKenzie, LLP",1,1,2047,Coordination,high,,,,,,,,,
A1569,Jan Atlas,,,,1,"Adorno & Yoss, LLP",1,1,2047,Coordination,high,,,,,,,,,
A1570,Jeffrey Backman,,,,1,"Adorno & Yoss, LLP",1,1,2047,Coordination,high,,,,,,,,,
A1571,Richard Duplantier,,,,1,"Galloway, Johnson, Tompkins, Burr & Smith",1,2,2047,Coordination; Management,high,,,,,,,,,
A1572,Eric Snyder,,,,1,,1,1,2151,Management,high,,,,,,,,,
A1573,S. Scott West,,,,1,,1,1,2151,Management,high,,,,,,,,,
A1574,Dean Harvey,,,,1,"Lieff Cabraser Heimman & Bernstein, LLP",1,2,2850,ClassCounsel; LeadCounsel; Settlement,high,,,,,,,,,
A1575,Deborah Moeller,Deborah A. Moeller,,,1,Shook Hardy & Bacon LLP,2,3,"1909, 2187",LeadCounsel,high,,,,,,,,,
A1576,Sandra Bresnick,,,,1,"Quinn Emanuel Urquhart & Sullivan, LLP",1,2,2187,LeadCounsel,high,,,,,,,,,
A1577,Dennis Suplee,,,,1,,1,1,2323,ProSe,high,,,,,,,,,
A1578,Derek Loeser,Derek W. Loeser,,,1,Keller Rohrback LLP; Keller Rohrback; Keller Rohrback L.L.P.,2,4,"2843, 3144",LeadCounsel,high,,,,,,,,,
A1579,William Stern,,,,1,Morrison & Foerster LLP,1,1,2627,LeadCounsel,high,,,,,,,,,
A1580,Dino Sangiamo,,,,1,,1,1,2848,Coordination,high,,,,,,,,,
A1581,Matthew McCauley,,,,1,,1,2,2434,Communications; LeadCounsel,high,,,,,,,,,
A1582,Gerard Mantese,,,,1,"Mantese Honigman Rossman and Williamson, P.C.",1,1,2311,Communications,high,,,,,,,,,
A1583,Don Sensabaugh,,,,1,Flaherty Sensabaugh & Bonasso,1,1,2187,LeadCounsel,high,,,,,,,,,
A1584,Richard North,,,,1,Nelson Mullins Riley & Scarborough LLP,1,1,2187,LeadCounsel,high,,,,,,,,,
A1585,Sharon Robertson,Sharon K. Robertson,,,1,"Cohen Milstein Sellers & Toll, PLLC; Cohen Milstein Sellers & Toll PLLC",2,2,"2332, 3148",LeadCounsel; Management,high,,,,,,,,,
A1586,Douglas Thompson,Douglas G. Thompson Jr.,"Douglas G. Thompson, Jr.",,1,Finkelstein Thompson LLP,2,3,"2328, 2437",LeadCounsel; Management,high,,,,,,,,,
A1587,Eugene Spector,Eugene A. Spector,,,1,"Spector Roseman & Kodroff, P.C.",2,4,"2437, 2931",LeadCounsel; Management,high,,,,,,,,,
A1588,Kit Pearson,,,,1,,1,2,2437,LeadCounsel,high,,,,,,,,,
A1589,Steven Bizar,,,,1,,1,2,2437,Communications; LeadCounsel,high,,,,,,,,,
A1590,Dustin Rawlin,,,,1,Tucker Ellis LLP,1,1,2387,LeadCounsel,high,,,,,,,,,
A1591,Lana Varney,,,,1,Fulbright & Jaworski LLP,1,1,2387,LeadCounsel,high,,,,,,,,,
A1592,Ronn Kreps,,,,1,Fulbright & Jaworski LLP,1,1,2387,LeadCounsel,high,,,,,,,,,
A1593,Jay Auslander,,,,1,Willkie Farr & Gallagher LLP,1,1,1663,Communications,high,,,,,,,,,
A1594,Edward Mulligan,,,,1,,1,1,2657,Management,high,,,,,,,,,
A1595,Glen Abramson,,,,1,"Berger & Montague, P.C.",1,2,2575,ClassCounsel; LeadCounsel,high,,,,,,,,,
A1596,John Popilock,,,,1,"Law Offices of Robert A. Stutman, P.C.",1,2,2575,Communications,high,,,,,,,,,
A1597,Patrick Howard,,,,1,"Saltz, Mongeluzzi, Barrett & Bendesky",1,2,2575,ClassCounsel; LeadCounsel,high,,,,,,,,,
A1598,Simon Paris,"Simon Paris,",,,1,"Saltz Mongeluzzi Barrett & Bendesky, PC",1,2,2575,Communications,high,,,,,,,,,
A1599,Kim Dougherty,,,,1,"JANET, JENNER & SUGGS, LLC; Andrus Wagstaff, PC",2,2,"2419, 2753",Management,high,,,,,,,,,
A1600,Kristen Parker,,,,1,HAGENS BERMAN SOBOL SHAPIRO LLP,1,1,2419,LeadCounsel,high,,,,,,,,,
A1601,Marc Lipton,,,,1,LIPTON LAW,1,1,2419,Management,high,,,,,,,,,
A1602,Mark P. Chalos,Mark Chalos,,,1,"Lieff Cabraser Heimann & Bernstein, LLP; LIEFF CABRASER HEIMANN & BERNSTEIN, LLP; Lieff Cabraser Heimann & Bernstein - Nashville; Lieff Cabraser Heimann & Bernstein",6,11,"2001, 2223, 2419, 2938, 3044, 3078",ClassCounsel; Coordination; LeadCounsel; Management,high,,,,,,,,,
A1603,Patrick Fennell,,,,1,CRANDALL & KATT,1,1,2419,Management,high,,,,,,,,,
A1604,Kimberly Baden,Kimberly Barone Baden,,,1,Motley Rice LLC; MOTLEY RICE LLC,3,3,"2657, 2691, 3014",LeadCounsel; Management,high,,,,,,,,,
A1605,Katie Kerner,,,,1,,1,1,2775,Settlement,high,,,,,,,,,
A1606,Eric Roberson,,,,1,,1,2,1964,Management,high,,,,,,,,,
A1607,John Kirtley,,,,1,,1,1,1964,Management,high,,,,,,,,,
A1608,Erin Bosman,,,,1,Morrison & Foerster LLP,2,2,"2740, 2949",LeadCounsel; Settlement,high,,,,,,,,,
A1609,Erin Hanig,,,,1,,1,1,2391,Communications,high,,,,,,,,,
A1610,Kelly Fitzpatrick,,,,1,VENTURA RIBEIRO & SMITH,1,1,2691,Management,high,,,,,,,,,
A1611,Michael Lynch,,,,1,THE MICHAEL BRADY LYNCH FIRM,2,3,"2385, 2691",Management,high,,,,,,,,,
A1612,Lawrence Tweel,,,,1,"Greene, Ketchum, Bailey, Walker, Farrell & Tweel",1,1,2187,Communications,high,,,,,,,,,
A1613,Marc Williams,,,,1,,1,2,2187,Communications,high,,,,,,,,,
A1614,G. Jackson,,,,1,Butler Snow LLP,1,1,2782,LeadCounsel,high,,,,,,,,,
A1615,Jaime Theriot,,,,1,Troutman Sanders LLP,1,1,2782,Communications,high,,,,,,,,,
A1616,S. Rumanek,,,,1,Troutman Sanders LLP,1,1,2782,Communications,high,,,,,,,,,
A1617,William Gage,,,,1,Butler Snow LLP,1,1,2782,LeadCounsel,high,,,,,,,,,
A1618,Hellmich Christopher,,,,1,,1,1,2221,ClassCounsel; LeadCounsel,high,,,,,,,,,
A1619,Jacob Plattenberger,,,,1,"TOR HOERMAN LAW, LLC",1,1,2452,Management,high,,,,,,,,,
A1620,James Segars,,,,1,"DIAZ LAW FIRM, PLLC",1,1,2452,Management,high,,,,,,,,,
A1621,Keith Altman,,,,1,THE LAW OFFICE OF KEITH ALTMAN,1,1,2452,Management,high,,,,,,,,,
A1622,Marc Bern,Marc Jay Bern,,,1,"NAPOLI, BERN, RIPKA & SHKOLNIK LLP; Napoli, Bern, Ripka, LLP; NAPOLI BERN RIPKA, LLP",2,3,"1928, 2452",Management,high,,,,,,,,,
A1623,Maxwell Kennerly,,,,1,THE BEASLEY FIRM,1,1,2452,Management,high,,,,,,,,,
A1624,Michael Berg,,,,1,Law Offices of Michael S. Berg,1,1,2452,Communications,high,,,,,,,,,
A1625,Michael Love,,,,1,"Ridenour, Hienton & Lewis",1,1,2452,Management,high,,,,,,,,,
A1626,Neal Moskow,,,,1,"URY & MOSKOW, LLC; Ury & Moskow, LLC; URY & MOSKOW, L.L.C.",3,6,"1928, 2452, 3043",Coordination; Management,high,,,,,,,,,
A1627,Nicholas J. Drakulich,Nicholas Drakulich,,,1,The Drakulich Firm; THE DRAKULICH FIRM; Drakulich Firm,4,5,"1905, 2299, 2359, 2452",Management,high,,,,,,,,,
A1628,Paul Stevens,,,,1,"MILSTEIN ADELMAN, LLP",1,1,2452,Management,high,,,,,,,,,
A1629,Robert Mosier,,,,1,PHILLIPS GROSSMAN PLLC,1,1,2452,Management,high,,,,,,,,,
A1630,Ryan Thompson,,,,1,WATTS GUERRA LLP,1,1,2452,LeadCounsel; Management,high,,,,,,,,,
A1631,Stephen Murray,Stephen B. Murray,,,1,MURRAY LAW FIRM; Murray Law Firm,2,2,"2299, 2452",Management,high,,,,,,,,,
A1632,Joel Oster,,,,1,Law Offices of Howard Rubinstein,1,2,2741,ClassCounsel,high,,,,,,,,,
A1633,Gregory Collins,,,,1,Davis & Young,1,1,2433,Management,high,,,,,,,,,
A1634,Jon Concil,,,,1,"Cory Watson Crowder & Degaris, LLP",1,2,2433,Fees; LeadCounsel; Management,high,,,,,,,,,
A1635,R. Edison Hill,,,,1,"Hill, Peterson, Carper, Bee & Deitzler P.L.L.C.",1,1,2433,Management,high,,,,,,,,,
A1636,Gregory McEwen,,,,1,,1,1,1964,Management,high,,,,,,,,,
A1637,Harry Rosenberg,,,,1,,1,1,2047,Communications,high,,,,,,,,,
A1638,J. Mostyn,,,,1,Mostyn Law,1,1,2387,LeadCounsel,high,,,,,,,,,
A1639,Jerald Cureton,,,,1,,1,1,1700,Management,high,,,,,,,,,
A1640,John Hamilton,,,,1,,1,1,1700,Communications,high,,,,,,,,,
A1641,Jordan Lewis,,,,1,,1,1,1700,Management,high,,,,,,,,,
A1642,Jaime Jackson,,,,1,,1,1,2816,Coordination,high,,,,,,,,,
A1643,James Goslee,,,,1,,1,1,2816,Coordination,high,,,,,,,,,
A1644,Regan Safier,,,,1,,1,1,2816,Coordination,high,,,,,,,,,
A1645,James Gotz,,,,1,Hausfeld LLP,1,1,2657,Communications,high,,,,,,,,,
A1646,Kimberly Dougherty,,,,1,"Janet, Jenner & Suggs, LLC",1,1,2657,Communications,high,,,,,,,,,
A1647,James Irwin,James B. Irwin,,,1,"Irwin, Fritchie, Urquhart & Moore, LLC; Irwin Fritchie Urquhart & Moore, LLC",2,4,"1943, 2592",Communications; LeadCounsel,high,,,,,,,,,
A1648,James Valentine,,,,1,Perkins Coie,1,1,2874,Communications,high,,,,,,,,,
A1649,James Ward,"James L. Ward, Jr.",,,1,"McGowan, Hood & Felder, LLC; McGowan, Hood, Felder & Phillips, LLC",2,2,"2816, 3107",Management,high,,,,,,,,,
A1650,Karen Lorenzen,,,,1,"Hayes Lorenzen Lawyers, PLC",1,1,2816,Management,high,,,,,,,,,
A1651,Roopal P. Luhana,Roopal Luhana,,,1,Chaffin Luhana LLP; CHAFFIN LUHANA LLP,5,7,"2100, 2816, 2924, 3004, 3084",Discovery; LeadCounsel; Management,high,,,,,,,,,
A1652,Steven Sanford,,,,1,Cadwell Sanford Deibert & Garry,1,1,2816,Management,high,,,,,,,,,
A1653,Janet Varnell,,,,1,"Varnell & Warwick, P.A.",1,1,2841,Management,high,,,,,,,,,
A1654,Jessica Sleater,,,,1,Andersen Sleater Sianni LLC,1,1,2841,Management,high,,,,,,,,,
A1655,Julie Kane,Julie Braman Kane,,,1,Colson Hicks Eidson,2,2,"2841, 2994",Communications; LeadCounsel,high,,,,,,,,,
A1656,William Pietragallo,,,,1,"Pietragallo Gordon Alfano Bosick & Raspanti, LLP",1,5,2862,Communications,high,,,,,,,,,
A1657,Jay Shapiro,,,,1,"Steams Weaver Miller Weissler Alhadeff & Sitterson, P.A.",1,3,2687,ClassCounsel; LeadCounsel,high,,,,,,,,,
A1658,William Mentlik,,,,1,"Lerner, David, Littenberg, Krumholz & Mentlik, LLP",1,1,2687,Communications,high,,,,,,,,,
A1659,Peter Gil-Montllor,,,,1,"Cuneo Gilbert & LaDuca, LLP",1,2,2724,ClassCounsel; LeadCounsel,high,,,,,,,,,
A1660,Jonathan Waller,,,,1,"Haskell, Slaughter, Young & Rediker, LLC",1,1,2153,LeadCounsel; Management,high,,,,,,,,,
A1661,Kirk Tresemer,Kirk D. Tresemer,,,1,"Irwin & Boesen, P.C.; IRWIN & BOESEN, P.C.",2,2,"1790, 2153",Communications; LeadCounsel; Management,high,,,,,,,,,
A1662,Matthew Geragos,,,,1,Geragos Law Group,1,1,2153,Management,high,,,,,,,,,
A1663,Peter McNulty,Peter J. McNulty,,,1,McNulty Law Firm; MCNULTY LAW FIRM,2,2,"1790, 2153",Communications; LeadCounsel; Management,high,,,,,,,,,
A1664,Scott Devereaux,,,,1,"Cooley, LLP",1,1,2153,LeadCounsel; Management,high,,,,,,,,,
A1665,Kaplana Srinivasan,,,,1,Susman Godfrey LLP,1,3,2773,ClassCounsel; LeadCounsel; Management,high,,,,,,,,,
A1666,Joseph Frank,,,,1,Massey & Gail LLP,1,1,2296,Management,high,,,,,,,,,
A1667,Reed Heiligman,,,,1,FrankGecker LLP,1,1,2296,Management,high,,,,,,,,,
A1668,Joseph Nielson,,,,1,,1,1,2724,Communications,high,,,,,,,,,
A1669,Kelly Iverson,Kelly K. Iverson,,,1,"Lynch Carpenter, LLP; Carlson Lynch; Carlson Lynch Sweet Kilpela & Carpenter, LLP; Carlson Lynch, LLP",5,9,"2850, 2969, 2972, 3014, 3055",Communications; Expert; LeadCounsel; Management; Settlement,high,,,,,,,,,
A1670,Kevin Sullivan,,,,1,,1,1,2627,LeadCounsel,high,,,,,,,,,
A1671,Shawn Reed,,,,1,,1,1,2627,LeadCounsel,high,,,,,,,,,
A1672,Kit A. Pierson,Kit Pierson,,,1,"Cohen Milstein Sellers & Toll PLLC; Cohen Milstein Sellers & Toll, PLLC",2,3,"2508, 2567",ClassCounsel; LeadCounsel; Settlement,high,,,,,,,,,
A1673,Rick Lombardo,,,,1,"Shaffer Lombardo Shurin, P.C.",1,1,2567,Communications,high,,,,,,,,,
A1674,Robert Carey,Robert B. Carey,,,1,Hagens Berman Sobol Shapiro; Hagens Berman Sobol Shapiro LLP,2,2,"1977, 2567",ClassCounsel; LeadCounsel,high,,,,,,,,,
A1675,Leslie MacLean,,,,1,Waters Kraus & Paul,1,1,2848,Management,high,,,,,,,,,
A1676,Melissa Bird,,,,1,"Nelson Mullins Riley & Scarborough, LLP",1,1,2187,Communications,high,,,,,,,,,
A1677,Mark Allison,,,,1,Caplin & Drysdale,1,1,2865,LeadCounsel,high,,,,,,,,,
A1678,Mark Tate,,,,1,,1,1,1964,Management,high,,,,,,,,,
A1679,Melanie Muhlstock,Melanie H. Muhlstock,,,1,"Parker Waichman; PARKER WAICHMAN LLP; Parker Waichman, LLP; Parker Waichman LLP",4,4,"2434, 2924, 2973, 3089",Management,high,,,,,,,,,
A1680,Michael Murphy,,,,1,,1,1,2406,Discovery,high,,,,,,,,,
A1681,Michael Tanenbaum,,,,1,Tanenbaum Keale LLP,1,1,2326,LeadCounsel,high,,,,,,,,,
A1682,Michael Zogby,Michael C. Zogby,,,1,"Drinker Biddle & Reath, LLP; Faegre Drinker",2,2,"2606, 2973",Communications,high,,,,,,,,,
A1683,Rachel Gelman,,,,1,"Lieff, Cabraser, Heimann & Bernstein, LLP",1,1,2875,ClassCounsel,high,,,,,,,,,
A1684,Perry Weitz,,,,1,"WEITZ & LUXENBERG; Weitz & Luxenberg, P.C.; Weitz & Luxemberg",3,4,"1657, 1938, 2243",Fees; Management,high,,,,,,,,,
A1685,Richard Feinstein,,,,1,,1,1,2406,Expert,high,,,,,,,,,
A1686,Robert Bonsignore,Robert J. Bonsignore,,,1,Bonsignore Trial Lawyers PLLC; BONSIGNORE & BREWER,2,4,"1735, 2753",ClassCounsel; LeadCounsel,high,,,,,,,,,
A1687,Robert Fitzsimmons,,,,1,Kirk & Caldwell,1,1,2047,LeadCounsel,high,,,,,,,,,
A1688,Robert Heim,,,,1,,1,1,2323,Communications,high,,,,,,,,,
A1689,Sarah E. Johnston,Sarah Johnston,,,1,"Barnes & Thornburg, LLP; BARNES & THORNBURG LLP",3,4,"2875, 2924, 3043",Communications; Management,high,,,,,,,,,
A1690,William Hoffman,,,,1,,1,1,2740,Settlement,high,,,,,,,,,
A1691,Tina Glandian,,,,1,Geragos & Geragos,1,1,2434,Management,high,,,,,,,,,
A1692,Stephen Ehrenberg,,,,1,Sullivan & Cromwell LLP,1,1,2548,Communications,high,,,,,,,,,
A1693,Stephen Neuwirth,Stephen R. Neuwirth,,,1,"Quinn Emanuel Urquhart & Sullivan, LLP; Quinn Emanuel Urquhart & Sullivan LLP; Quinn Emanuel",5,9,"1938, 2196, 2687, 2925, 2931",ClassCounsel; Communications; LeadCounsel; Management,high,,,,,,,,,
A1694,Terrance Collingsworth,,,,1,Conrad & Scherer,1,1,1916,LeadCounsel,high,,,,,,,,,
A1695,Timothy Litzenburg,,,,1,"Kincheloe, Litzenburg & Pendleton, PLLC",1,2,2848,Management,high,,,,,,,,,
A1696,Vicki Maniatis,,,,1,The Sanders Law Firm,1,1,2738,Communications,high,,,,,,,,,
A1697,Grant L. Davis,,,,1,"DAVIS, BETHUNE & JONES, LLC",1,2,1657,Management,high,,,,,,,,,
A1698,Barry M. Hill,Barry Hill,,,1,"Hill Toriseva & Williams, PLLC; Hill Williams",2,3,"1657, 1909",Coordination; Management,high,,,,,,,,,
A1699,Michael A. Stratton,,,,1,,1,2,1657,Communications,high,,,,,,,,,
A1700,Shawn G. Foster,,,,1,,1,2,1657,Management,high,,,,,,,,,
A1701,Ann B. Oldfather,,,,1,,1,2,1657,LeadCounsel; Management,high,,,,,,,,,
A1702,Richard Getty,,,,1,,1,2,1657,Fees,high,,,,,,,,,
A1703,James Lyle,,,,1,,1,2,1657,Fees,high,,,,,,,,,
A1704,"Pascal F. Calogero, Jr.",,,,1,,1,1,1657,Communications,high,,,,,,,,,
A1705,Robert E. Arceneaux,,,,1,,1,1,1657,LeadCounsel,high,,,,,,,,,
A1706,Margaret E. Woodward,,,,1,,1,1,1657,LeadCounsel,high,,,,,,,,,
A1707,Art Sadin,,,,1,"SADIN LAW FIRM, P.C.",1,2,1657,Bellwether; Trial,high,,,,,,,,,
A1708,William Riley,,,,1,"PRICE WAICUKAUSKI & RILEY, LLC",1,2,1657,Bellwether; Trial,high,,,,,,,,,
A1709,Christopher J. McDonald,,,,1,LABATON SUCHAROW LLP,1,2,1657,Bellwether; Trial,high,,,,,,,,,
A1710,Eric L. Young,,,,1,KENNEY EGAN MCCAFFERTY & YOUNG,1,2,1657,Bellwether; Trial,high,,,,,,,,,
A1711,Andrew Yung,,,,1,SCOTT YUNG LLP,1,2,1657,Bellwether; Trial,high,,,,,,,,,
A1712,"Garve W. Ivey, Jr.",,,,1,THE IVEY LAW FIRM,1,2,1657,Bellwether; Trial,high,,,,,,,,,
A1713,Kimberly R. West,,,,1,"WALLACE, JORDAN, RATLIFF & BRANDT, LLC",1,2,1657,Bellwether; Trial,high,,,,,,,,,
A1714,Pamela B. Slate,,,,1,"SLATE KENNEDY, LLC",1,2,1657,Bellwether; Trial,high,,,,,,,,,
A1715,Robert M. Johnston,Robert E. Johnston,,,1,"Johnston, Hoefer, Holwadel & Eldridge; Hollingsworth LLP",2,2,"1657, 3006",LeadCounsel; ProSe,high,,,,,,,,,
A1716,Douglas R. Marvin,,,,1,"Williams & Connolly, LLP",1,2,1657,LeadCounsel; Management,high,,,,,,,,,
A1717,Theodore V.H. Mayer,,,,1,Hughes Hubbard & Reed LLP,1,2,1657,Management,high,,,,,,,,,
A1718,John H. Beisner,John Beisner,,,1,"O’Melveny & Meyers LLP; O’Melveny & Myers, LLP; Skadden, Arps, Slate, Meagher & Flom, LLP & Associates",3,4,"1657, 1785, 2068",LeadCounsel; Management,high,,,,,,,,,
A1719,Richard C. Stanley,,,,1,"Stanley, Flanagan & Reuter, LLC",1,2,1657,Management,high,,,,,,,,,
A1720,Anthony M. DiLeo,,,,1,Stone Pigman Walther Wittmann LLC,1,2,1657,Management,high,,,,,,,,,
A1721,Daniel S. Sommers,,,,1,"Cohen, Milstein, Hausfeld & Toll, P.L.L.C.",1,1,1656,ClassCounsel; LeadCounsel,high,,,,,,,,,
A1722,Matthew B. Kaplan,,,,1,"Cohen, Milstein, Hausfeld & Toll, P.L.L.C.; Kaplan Law Firm",2,2,"1656, 3111",ClassCounsel; LeadCounsel; LocalCounsel,high,,,,,,,,,
A1723,Michael K. Yarnoff,,,,1,"Schiffrin Barroway Topaz & Kessler, LLP",1,1,1656,ClassCounsel; LeadCounsel,high,,,,,,,,,
A1724,Jennifer L. Enck,,,,1,"Schiffrin Barroway Topaz & Kessler, LLP",1,1,1656,ClassCounsel; LeadCounsel,high,,,,,,,,,
A1725,Randall M. Fox,,,,1,"OFFICE OF ANDREW M. CUOMO, NEW YORK STATE ATTORNEY GENERAL",1,2,1657,Management,high,,,,,,,,,
A1726,James E. Fosler,,,,1,"FOSLER LAW GROUP, INC.",1,2,1657,Management,high,,,,,,,,,
A1727,"Stuart A. Kritzer, Esquire",,,,1,"LAW OFFICES OF STUART A. KRITZER, P.C.",1,2,1657,Management,high,,,,,,,,,
A1728,Seth R. Lesser,Seth Lesser,,,1,"KLAFTER OLSEN & LESSER LLP; LOCKS LAW FIRM, PLLC; Locks Law Firm, PLLC",5,7,"1657, 1708, 1739, 1845, 2025",ClassCounsel; LeadCounsel; Management,high,,,,,,,,,
A1729,John Low-Beer,,,,1,NEW YORK CITY LAW DEPARTMENT,1,2,1657,Management,high,,,,,,,,,
A1730,H. Vincent McKnight,,,,1,"ASHCRAFT & GEREL, LLP",1,2,1657,Management,high,,,,,,,,,
A1731,Diane Paolicelli,,,,1,"LEVY PHILLIPS & KONINGSBERG, LLP",1,2,1657,Management,high,,,,,,,,,
A1732,Bill Rossbach,,,,1,"ROSSBACH HART, PC",1,2,1657,Management,high,,,,,,,,,
A1733,Mark C. Schultz,,,,1,"COHEN, PLACITELLA & ROTH",1,2,1657,Management,high,,,,,,,,,
A1734,Joseph W Steele V,,,,1,"STEELE & BIGGS, LLC",1,2,1657,Management,high,,,,,,,,,
A1735,Thomas R. Kline,,,,1,"Kline & Specter, P.C.",2,3,"1657, 2654",Management,high,,,,,,,,,
A1736,Carlene Rhodes Lewis,,,,1,,2,3,"1657, 1699",Management,high,,,,,,,,,
A1737,Drew Ranier,,,,1,,1,2,1657,Management,high,,,,,,,,,
A1738,R. Frederick Walters,,,,1,"Walters Bender Strohbehn & Vaughan, P.C.; Walters Bender Strohbehn & Vaughan; Walters Bender Strohbehn Vaughn, PC",2,3,"1674, 1785",ClassCounsel; LeadCounsel; Management,high,,,,,,,,,
A1739,David M. Skeens,,,,1,"Walters Bender Strohbehn & Vaughan, P.C.",1,1,1674,ClassCounsel,high,,,,,,,,,
A1740,J. Michael Vaughan,,,,1,"Walters Bender Strohbehn & Vaughan, P.C.",1,1,1674,ClassCounsel,high,,,,,,,,,
A1741,Garrett M. Hodes,,,,1,"Walters Bender Strohbehn & Vaughan, P.C.",1,1,1674,ClassCounsel,high,,,,,,,,,
A1742,R. Bruce Carlson,,,,1,"Carlson Lynch Sweet Kilpela & Carpenter, LLP; Carlson Lynch LTD.; Carlson Lynch Ltd.",1,3,1674,ClassCounsel; LeadCounsel,high,,,,,,,,,
A1743,Jamisen A. Etzel,Jamisen Etzel,,,1,"Carlson Lynch Sweet Kilpela & Carpenter, LLP; Carlson Lynch, LLP",2,2,"1674, 2968",ClassCounsel; LeadCounsel,high,,,,,,,,,
A1744,William H. Parish,,,,1,"Parish & Small, PC",1,2,1682,LeadCounsel,high,,,,,,,,,
A1745,"A. Hoyt Rowell, III",,,,1,"Richardson, Patrick, Westbrook & Brickman, LLC; Richardson, Patrick, Westbrook & Brickman, L.L.C.",2,2,"1674, 1865",ClassCounsel; LeadCounsel; Management,high,,,,,,,,,
A1746,Daniel Myers,,,,1,"Richardson, Patrick, Westbrook & Brickman, LLC",1,1,1674,ClassCounsel,high,,,,,,,,,
A1747,Salvatore J. Graziano,,,,1,Bernstein Litowitz Berger & Grossmann LLP,1,1,1658,ClassCounsel; LeadCounsel,high,,,,,,,,,
A1748,Robert A. Wallner,,,,1,Milberg LLP,1,1,1658,ClassCounsel; LeadCounsel,high,,,,,,,,,
A1749,David A.P. Brower,,,,1,"Brower Piven, A Professional Corporation",1,1,1658,ClassCounsel; LeadCounsel,high,,,,,,,,,
A1750,Mark Levine,,,,1,"Stull, Stull & Brody",1,1,1658,ClassCounsel; LeadCounsel,high,,,,,,,,,
A1751,Steven A. Kanner,Steven A Kanner,Steven Kanner,,1,"FREED KANNER LONDON & MILLEN LLC; Much Shelist Freed Denenberg Ament & Rubenstein, P.C.; Much Shelist Freed Denenberg Ament & Rubenstein, PC; Much Shelist Freed Denenberg Ament & Rubinstein, P.C.",4,10,"1682, 1768, 1942, 1957",ClassCounsel; LeadCounsel,high,,,,,,,,,
A1752,Jeffrey P. Fink,,,,1,"Robbins Umeda & Fink, LLP",1,1,1658,LeadCounsel,high,,,,,,,,,
A1753,Caroline Schnurer,,,,1,"Robbins Umeda & Fink, LLP",1,1,1658,LeadCounsel,high,,,,,,,,,
A1754,Steve Wedeking,,,,1,"Robbins Umeda & Fink, LLP",1,1,1658,LeadCounsel,high,,,,,,,,,
A1755,William S. Lerach,,,,1,Lerach Coughlin Stoia Geller Rudman & Robbins LLP,1,1,1658,LeadCounsel,high,,,,,,,,,
A1756,Travis E. Downs III,,,,1,Lerach Coughlin Stoia Geller Rudman & Robbins LLP,1,1,1658,LeadCounsel,high,,,,,,,,,
A1757,Amber L. Eck,,,,1,Lerach Coughlin Stoia Geller Rudman & Robbins LLP,1,1,1658,LeadCounsel,high,,,,,,,,,
A1758,Peter S. Pearlman,Peter Pearlman,,,1,Cohn Lifland Pearlman Herrmann & Knopf LLP; COHN LIFLAND PEARLMAN HERRMANN & KNOPF LLP,3,4,"1658, 1730, 2471",Communications,high,,,,,,,,,
A1759,Donald C. Brown,,,,1,"Weiner, Brodsky, Sidman & Kider",1,1,1677,Communications,high,,,,,,,,,
A1760,Thomas W. Withers,Thomas A. Withers,,,1,"Gillen, Withers & Lake, LLC",2,2,"1677, 2583",Communications; Management,high,,,,,,,,,
A1761,Peter W. Burg,Peter Burg,,,1,"Burg Simpson Eldredge Hersh Jardine, P.C.",2,3,"1699, 1909",Fees; Management,high,,,,,,,,,
A1762,Michael Galpern,Michael A. Galpern,,,1,"Javerbaum Wurgaft Hicks Kahn Wikstrom & Sinins PC; Locks Law Firm, LLC",4,6,"1699, 2025, 2974, 3081",ClassCounsel; Coordination; Management,high,,,,,,,,,
A1763,Tina Nieves,Tina B. Nieves,Tina Bailer Nieves,,1,Gancedo & Nieves; Gancedo & Nieves LLP,3,5,"1699, 1789, 1905",Management,high,,,,,,,,,
A1764,Amy W. Schulman,Amy Schulman,,,1,DLA Piper US LLP,3,3,"1699, 1850, 1909",Communications; LeadCounsel,high,,,,,,,,,
A1765,Robert M. Rothman,,,,1,Robbins Geller Rudman & Dowd LLP,1,1,1704,ClassCounsel,high,,,,,,,,,
A1766,James F. Jorden,,,,1,Jorden Burt LLP,1,1,1712,Communications,high,,,,,,,,,
A1767,Charles F. Smith,,,,1,"Skadden, Arps, Slate, Meagher & Flom, LLP",1,1,1712,Communications,high,,,,,,,,,
A1768,David E. Tungate,,,,1,"Eckert Seamans Cherin & Mellott, LLC",1,1,1712,Communications,high,,,,,,,,,
A1769,Joseph A. Martin,,,,1,"Archer & Greiner, PC",1,1,1712,Communications,high,,,,,,,,,
A1770,Catherine S. Straggas,,,,1,Margolis Edelstein,1,1,1712,Communications,high,,,,,,,,,
A1771,Scott I. Fegley,,,,1,"Scott I. Fegley, Esq. Law Offices",1,1,1712,Communications,high,,,,,,,,,
